Algorithm,Time (seconds),Cost,Path,Cost length?,Start Point,Goal Point
jps,0.0004382920,6.0,2,2,"(44, 8)","(38, 8)"
lazy_theta_star,0.0001338750,6.0,2,7,"(44, 8)","(38, 8)"
a_star,0.0069282080,33.89949493661167,32,462,"(10, 26)","(13, 5)"
dijkstra,0.0148736250,33.89949493661167,32,950,"(10, 26)","(13, 5)"
theta_star,0.0101211660,32.5025642572091,5,448,"(10, 26)","(13, 5)"
jps,0.0091780830,32.72792206135786,9,44,"(10, 26)","(13, 5)"
lazy_theta_star,0.0099602080,32.5025642572091,5,449,"(10, 26)","(13, 5)"
a_star,0.0035722090,35.970562748477136,32,242,"(13, 6)","(4, 26)"
dijkstra,0.0174124580,35.970562748477136,32,1146,"(13, 6)","(4, 26)"
theta_star,0.0028359580,33.25308029102092,5,142,"(13, 6)","(4, 26)"
jps,0.0035997500,34.21320343559643,10,17,"(13, 6)","(4, 26)"
lazy_theta_star,0.0028206250,33.25308029102092,5,145,"(13, 6)","(4, 26)"
a_star,0.0029147500,31.384776310850242,27,197,"(48, 21)","(23, 15)"
dijkstra,0.0107216660,31.384776310850242,27,727,"(48, 21)","(23, 15)"
theta_star,0.0026362910,29.02163970008979,5,123,"(48, 21)","(23, 15)"
jps,0.0024634580,30.798989873223334,10,11,"(48, 21)","(23, 15)"
lazy_theta_star,0.0026475420,29.02163970008979,5,121,"(48, 21)","(23, 15)"
a_star,0.0005582920,17.313708498984763,15,38,"(47, 20)","(39, 6)"
dijkstra,0.0046486660,17.313708498984763,15,318,"(47, 20)","(39, 6)"
theta_star,0.0005790830,16.42718386376139,3,27,"(47, 20)","(39, 6)"
jps,0.0014046670,17.31370849898476,7,7,"(47, 20)","(39, 6)"
lazy_theta_star,0.0006423750,16.42718386376139,3,30,"(47, 20)","(39, 6)"
a_star,0.0010542910,15.313708498984765,13,72,"(26, 2)","(34, 12)"
dijkstra,0.0047445000,15.313708498984763,13,324,"(26, 2)","(34, 12)"
theta_star,0.0015192910,14.56403191115976,3,70,"(26, 2)","(34, 12)"
jps,0.0013133750,14.727922061357855,6,6,"(26, 2)","(34, 12)"
lazy_theta_star,0.0014115420,14.56403191115976,3,70,"(26, 2)","(34, 12)"
a_star,0.0028450840,33.55634918610404,30,202,"(4, 1)","(14, 3)"
dijkstra,0.0100790830,33.55634918610405,30,643,"(4, 1)","(14, 3)"
theta_star,0.0041647500,32.413685359532806,6,203,"(4, 1)","(14, 3)"
jps,0.0032692920,32.38477631085024,8,15,"(4, 1)","(14, 3)"
lazy_theta_star,0.0042455830,32.413685359532806,6,206,"(4, 1)","(14, 3)"
a_star,0.0030895000,38.041630560342625,32,189,"(48, 12)","(17, 27)"
dijkstra,0.0142088330,38.041630560342625,32,974,"(48, 12)","(17, 27)"
theta_star,0.0020706250,35.976058179799445,5,94,"(48, 12)","(17, 27)"
jps,0.0048162500,38.04163056034262,13,22,"(48, 12)","(17, 27)"
lazy_theta_star,0.0020519580,35.976058179799445,5,99,"(48, 12)","(17, 27)"
a_star,0.0003095000,15.142135623730955,12,21,"(11, 27)","(1, 16)"
dijkstra,0.0044225830,15.142135623730955,12,306,"(11, 27)","(1, 16)"
theta_star,0.0002893330,14.876398706785267,4,12,"(11, 27)","(1, 16)"
jps,0.0009577920,15.142135623730951,4,4,"(11, 27)","(1, 16)"
lazy_theta_star,0.0002351250,14.876398706785267,4,12,"(11, 27)","(1, 16)"
a_star,0.0089575000,49.62741699796952,44,573,"(6, 14)","(49, 20)"
dijkstra,0.0202509160,49.62741699796952,44,1339,"(6, 14)","(49, 20)"
theta_star,0.0120305420,46.996710358594164,8,514,"(6, 14)","(49, 20)"
jps,0.0230386660,49.627416997969526,11,108,"(6, 14)","(49, 20)"
lazy_theta_star,0.0124778750,47.331535407811785,9,521,"(6, 14)","(49, 20)"
a_star,0.0002773750,16.414213562373096,17,17,"(38, 8)","(22, 9)"
dijkstra,0.0074093750,16.414213562373096,17,491,"(38, 8)","(22, 9)"
theta_star,0.0003568340,16.0312195418814,2,17,"(38, 8)","(22, 9)"
jps,0.0012021670,16.414213562373096,4,4,"(38, 8)","(22, 9)"
lazy_theta_star,0.0003143750,16.0312195418814,2,17,"(38, 8)","(22, 9)"
a_star,0.0000836250,4.82842712474619,5,6,"(6, 19)","(2, 21)"
dijkstra,0.0009761670,4.82842712474619,5,66,"(6, 19)","(2, 21)"
theta_star,0.0000918750,4.47213595499958,2,5,"(6, 19)","(2, 21)"
jps,0.0006367910,4.82842712474619,3,3,"(6, 19)","(2, 21)"
lazy_theta_star,0.0000878330,4.47213595499958,2,5,"(6, 19)","(2, 21)"
a_star,0.0008908330,22.82842712474619,23,53,"(29, 18)","(7, 20)"
dijkstra,0.0148858330,22.82842712474619,23,949,"(29, 18)","(7, 20)"
theta_star,0.0006304170,22.090722034374522,2,23,"(29, 18)","(7, 20)"
jps,0.0005686670,22.82842712474619,3,5,"(29, 18)","(7, 20)"
lazy_theta_star,0.0004632500,22.090722034374522,2,23,"(29, 18)","(7, 20)"
a_star,0.0002010830,9.071067811865476,8,13,"(36, 22)","(29, 27)"
dijkstra,0.0029621670,9.071067811865476,8,197,"(36, 22)","(29, 27)"
theta_star,0.0001687500,8.602325267042627,2,8,"(36, 22)","(29, 27)"
jps,0.0007515410,9.071067811865476,4,4,"(36, 22)","(29, 27)"
lazy_theta_star,0.0001501250,8.602325267042627,2,8,"(36, 22)","(29, 27)"
a_star,0.0010219580,17.485281374238575,16,69,"(1, 21)","(16, 15)"
dijkstra,0.0048628750,17.485281374238575,16,339,"(1, 21)","(16, 15)"
theta_star,0.0014048750,16.81665382639197,3,62,"(1, 21)","(16, 15)"
jps,0.0009751660,17.48528137423857,4,4,"(1, 21)","(16, 15)"
lazy_theta_star,0.0012588330,16.81665382639197,3,62,"(1, 21)","(16, 15)"
a_star,0.0004850830,12.899494936611667,11,33,"(46, 6)","(36, 13)"
dijkstra,0.0035386250,12.899494936611667,11,240,"(46, 6)","(36, 13)"
theta_star,0.0002931250,12.206555615733702,2,12,"(46, 6)","(36, 13)"
jps,0.0018597080,12.899494936611665,7,7,"(46, 6)","(36, 13)"
lazy_theta_star,0.0002399580,12.206555615733702,2,12,"(46, 6)","(36, 13)"
a_star,0.0018373750,27.07106781186548,26,121,"(11, 1)","(36, 6)"
dijkstra,0.0063642910,27.071067811865476,26,448,"(11, 1)","(36, 6)"
theta_star,0.0009609590,25.495097567963924,2,32,"(11, 1)","(36, 6)"
jps,0.0005676250,27.071067811865476,3,3,"(11, 1)","(36, 6)"
lazy_theta_star,0.0006832910,25.495097567963924,2,32,"(11, 1)","(36, 6)"
a_star,0.0010455000,14.899494936611667,13,50,"(20, 28)","(29, 18)"
dijkstra,0.0043510000,14.899494936611667,13,300,"(20, 28)","(29, 18)"
theta_star,0.0007470840,13.906117087056183,3,35,"(20, 28)","(29, 18)"
jps,0.0014022910,14.31370849898476,7,8,"(20, 28)","(29, 18)"
lazy_theta_star,0.0006874580,13.89320964314385,3,33,"(20, 28)","(29, 18)"
a_star,0.0026515830,35.55634918610404,32,181,"(11, 8)","(32, 29)"
dijkstra,0.0164447500,35.55634918610405,32,1074,"(11, 8)","(32, 29)"
theta_star,0.0025952500,33.46909870602194,4,122,"(11, 8)","(32, 29)"
jps,0.0054764580,34.384776310850235,12,28,"(11, 8)","(32, 29)"
lazy_theta_star,0.0026501660,33.46909870602194,4,126,"(11, 8)","(32, 29)"
a_star,0.0034728750,32.14213562373095,29,251,"(2, 5)","(12, 5)"
dijkstra,0.0101312910,32.14213562373095,29,701,"(2, 5)","(12, 5)"
theta_star,0.0049452910,30.778050766032287,5,239,"(2, 5)","(12, 5)"
jps,0.0036922090,30.970562748477143,6,16,"(2, 5)","(12, 5)"
lazy_theta_star,0.0050256250,30.778050766032287,5,242,"(2, 5)","(12, 5)"
a_star,0.0016190000,24.899494936611667,23,112,"(20, 22)","(11, 2)"
dijkstra,0.0155344590,24.899494936611667,23,993,"(20, 22)","(11, 2)"
theta_star,0.0020044580,24.40175425099138,4,97,"(20, 22)","(11, 2)"
jps,0.0025470840,24.31370849898476,5,16,"(20, 22)","(11, 2)"
lazy_theta_star,0.0020572500,24.40175425099138,4,99,"(20, 22)","(11, 2)"
a_star,0.0000690420,4.414213562373095,5,5,"(30, 4)","(26, 3)"
dijkstra,0.0011812920,4.414213562373095,5,54,"(30, 4)","(26, 3)"
theta_star,0.0000955000,4.123105625617661,2,5,"(30, 4)","(26, 3)"
jps,0.0006709590,4.414213562373095,3,3,"(30, 4)","(26, 3)"
lazy_theta_star,0.0001109590,4.123105625617661,2,5,"(30, 4)","(26, 3)"
a_star,0.0005835830,16.82842712474619,17,35,"(39, 25)","(23, 23)"
dijkstra,0.0061170000,16.82842712474619,17,410,"(39, 25)","(23, 23)"
theta_star,0.0004187500,16.1245154965971,2,17,"(39, 25)","(23, 23)"
jps,0.0010252910,16.82842712474619,4,4,"(39, 25)","(23, 23)"
lazy_theta_star,0.0003375830,16.1245154965971,2,17,"(39, 25)","(23, 23)"
a_star,0.0005577090,12.656854249492381,12,37,"(39, 11)","(35, 22)"
dijkstra,0.0059330000,12.656854249492381,12,388,"(39, 11)","(35, 22)"
theta_star,0.0003460420,11.704699910719626,2,14,"(39, 11)","(35, 22)"
jps,0.0008994170,12.65685424949238,4,4,"(39, 11)","(35, 22)"
lazy_theta_star,0.0002898750,11.704699910719626,2,14,"(39, 11)","(35, 22)"
a_star,0.0005559170,14.82842712474619,15,35,"(37, 15)","(35, 1)"
dijkstra,0.0072915830,14.82842712474619,15,482,"(37, 15)","(35, 1)"
theta_star,0.0003831660,14.142135623730951,2,15,"(37, 15)","(35, 1)"
jps,0.0007499170,14.82842712474619,4,4,"(37, 15)","(35, 1)"
lazy_theta_star,0.0003021250,14.142135623730951,2,15,"(37, 15)","(35, 1)"
a_star,0.0014362080,24.242640687119287,24,90,"(34, 5)","(11, 2)"
dijkstra,0.0117676250,24.242640687119287,24,782,"(34, 5)","(11, 2)"
theta_star,0.0007447500,23.194827009486403,2,26,"(34, 5)","(11, 2)"
jps,0.0005993750,24.242640687119284,3,3,"(34, 5)","(11, 2)"
lazy_theta_star,0.0005420830,23.194827009486403,2,26,"(34, 5)","(11, 2)"
a_star,0.0020997920,27.970562748477146,24,144,"(6, 28)","(25, 12)"
dijkstra,0.0093520000,27.970562748477146,24,613,"(6, 28)","(25, 12)"
theta_star,0.0021303340,26.305826070211165,4,100,"(6, 28)","(25, 12)"
jps,0.0023680830,27.384776310850235,10,12,"(6, 28)","(25, 12)"
lazy_theta_star,0.0021486660,26.305826070211165,4,104,"(6, 28)","(25, 12)"
a_star,0.0004210410,22.82842712474619,23,27,"(25, 7)","(25, 29)"
dijkstra,0.0122140420,22.82842712474619,23,806,"(25, 7)","(25, 29)"
theta_star,0.0009893750,22.335087491092573,4,46,"(25, 7)","(25, 29)"
jps,0.0012674160,22.82842712474619,7,7,"(25, 7)","(25, 29)"
lazy_theta_star,0.0008240420,22.181782043891005,4,35,"(25, 7)","(25, 29)"
a_star,0.0042112500,32.72792206135786,30,279,"(20, 23)","(4, 1)"
dijkstra,0.0190433330,32.72792206135786,30,1241,"(20, 23)","(4, 1)"
theta_star,0.0031118340,30.36563878331914,4,132,"(20, 23)","(4, 1)"
jps,0.0047770830,31.556349186104047,8,26,"(20, 23)","(4, 1)"
lazy_theta_star,0.0028948750,30.41397246992083,5,142,"(20, 23)","(4, 1)"
a_star,0.0012635830,19.89949493661167,18,89,"(1, 10)","(18, 17)"
dijkstra,0.0051086670,19.89949493661167,18,348,"(1, 10)","(18, 17)"
theta_star,0.0021162080,19.40175425099138,3,91,"(1, 10)","(18, 17)"
jps,0.0016145840,19.899494936611667,5,5,"(1, 10)","(18, 17)"
lazy_theta_star,0.0019171670,19.40175425099138,3,91,"(1, 10)","(18, 17)"
a_star,0.0059986670,53.242640687119284,53,394,"(44, 16)","(1, 28)"
dijkstra,0.0206937920,53.242640687119284,53,1337,"(44, 16)","(1, 28)"
theta_star,0.0034400830,51.60163904088392,6,147,"(44, 16)","(1, 28)"
jps,0.0055467500,52.656854249492376,5,24,"(44, 16)","(1, 28)"
lazy_theta_star,0.0030611250,51.60163904088392,6,148,"(44, 16)","(1, 28)"
a_star,0.0001198340,6.242640687119285,6,8,"(22, 8)","(25, 3)"
dijkstra,0.0014736250,6.242640687119285,6,100,"(22, 8)","(25, 3)"
theta_star,0.0001297090,5.830951894845301,2,6,"(22, 8)","(25, 3)"
jps,0.0006373330,6.242640687119285,3,3,"(22, 8)","(25, 3)"
lazy_theta_star,0.0001109580,5.830951894845301,2,6,"(22, 8)","(25, 3)"
a_star,0.0057692500,43.55634918610403,40,369,"(46, 5)","(7, 16)"
dijkstra,0.0162610830,43.55634918610404,40,1103,"(46, 5)","(7, 16)"
theta_star,0.0021673330,40.670795765666035,3,88,"(46, 5)","(7, 16)"
jps,0.0046976660,43.55634918610405,9,18,"(46, 5)","(7, 16)"
lazy_theta_star,0.0020758750,40.74545608584813,3,92,"(46, 5)","(7, 16)"
a_star,0.0003225000,10.65685424949238,10,23,"(12, 14)","(21, 10)"
dijkstra,0.0026849160,10.656854249492381,10,188,"(12, 14)","(21, 10)"
theta_star,0.0002978340,9.848857801796104,2,14,"(12, 14)","(21, 10)"
jps,0.0006872080,10.65685424949238,5,5,"(12, 14)","(21, 10)"
lazy_theta_star,0.0003342920,9.848857801796104,2,14,"(12, 14)","(21, 10)"
a_star,0.0010159580,23.55634918610405,20,72,"(8, 17)","(26, 5)"
dijkstra,0.0099984580,23.55634918610405,20,684,"(8, 17)","(26, 5)"
theta_star,0.0007948750,21.98254091020624,4,39,"(8, 17)","(26, 5)"
jps,0.0021025840,22.970562748477143,8,10,"(8, 17)","(26, 5)"
lazy_theta_star,0.0008388750,21.98254091020624,4,42,"(8, 17)","(26, 5)"
a_star,0.0006476250,17.899494936611667,16,44,"(35, 20)","(20, 13)"
dijkstra,0.0094975000,17.899494936611667,16,604,"(35, 20)","(20, 13)"
theta_star,0.0006789170,16.891751327792804,3,32,"(35, 20)","(20, 13)"
jps,0.0013378750,17.899494936611664,7,9,"(35, 20)","(20, 13)"
lazy_theta_star,0.0007090420,16.891751327792804,3,35,"(35, 20)","(20, 13)"
a_star,0.0012626660,20.313708498984766,18,85,"(20, 3)","(37, 11)"
dijkstra,0.0069163750,20.313708498984763,18,472,"(20, 3)","(37, 11)"
theta_star,0.0009031250,18.878462758946075,3,37,"(20, 3)","(37, 11)"
jps,0.0019913750,20.31370849898476,7,7,"(20, 3)","(37, 11)"
lazy_theta_star,0.0008337090,18.878462758946075,3,38,"(20, 3)","(37, 11)"
a_star,0.0007954160,11.071067811865477,10,32,"(25, 11)","(17, 17)"
dijkstra,0.0039295000,11.071067811865476,10,267,"(25, 11)","(17, 17)"
theta_star,0.0007087090,10.48528137423857,3,33,"(25, 11)","(17, 17)"
jps,0.0007273340,10.485281374238571,6,6,"(25, 11)","(17, 17)"
lazy_theta_star,0.0006490830,10.48528137423857,3,33,"(25, 11)","(17, 17)"
a_star,0.0012580410,18.89949493661167,17,87,"(28, 2)","(34, 17)"
dijkstra,0.0074090410,18.89949493661167,17,494,"(28, 2)","(34, 17)"
theta_star,0.0019367080,18.63014581273465,4,92,"(28, 2)","(34, 17)"
jps,0.0010968750,18.31370849898476,5,5,"(28, 2)","(34, 17)"
lazy_theta_star,0.0018482080,18.63014581273465,4,92,"(28, 2)","(34, 17)"
a_star,0.0010886250,16.071067811865476,15,78,"(12, 15)","(16, 8)"
dijkstra,0.0068640420,16.071067811865476,15,461,"(12, 15)","(16, 8)"
theta_star,0.0014265410,15.10654957016754,4,74,"(12, 15)","(16, 8)"
jps,0.0018382920,14.899494936611664,6,10,"(12, 15)","(16, 8)"
lazy_theta_star,0.0014257920,15.10654957016754,4,76,"(12, 15)","(16, 8)"
a_star,0.0017753330,28.313708498984766,26,115,"(23, 19)","(48, 27)"
dijkstra,0.0190089170,28.313708498984766,26,1207,"(23, 19)","(48, 27)"
theta_star,0.0008870420,26.41118980291023,4,41,"(23, 19)","(48, 27)"
jps,0.0029682500,28.313708498984763,9,15,"(23, 19)","(48, 27)"
lazy_theta_star,0.0008595830,26.494961777730104,4,44,"(23, 19)","(48, 27)"
a_star,0.0016708340,34.14213562373095,31,115,"(34, 9)","(4, 19)"
dijkstra,0.0178503750,34.14213562373095,31,1179,"(34, 9)","(4, 19)"
theta_star,0.0013051660,32.46424919657298,4,58,"(34, 9)","(4, 19)"
jps,0.0026851250,34.14213562373095,10,12,"(34, 9)","(4, 19)"
lazy_theta_star,0.0013188340,32.46424919657298,4,63,"(34, 9)","(4, 19)"
a_star,2.4421914580,29.071067811865476,28,138,"(28, 14)","(1, 9)"
dijkstra,0.0225711250,29.071067811865476,28,1269,"(28, 14)","(1, 9)"
theta_star,0.0017386250,27.459060435491963,2,65,"(28, 14)","(1, 9)"
jps,0.0019887500,29.071067811865476,5,12,"(28, 14)","(1, 9)"
lazy_theta_star,0.0012378330,27.554045779844117,3,48,"(28, 14)","(1, 9)"
a_star,0.0005269590,12.242640687119286,12,33,"(21, 28)","(24, 17)"
dijkstra,0.0032309170,12.242640687119287,12,216,"(21, 28)","(24, 17)"
theta_star,0.0003089170,11.40175425099138,2,12,"(21, 28)","(24, 17)"
jps,0.0010002090,12.242640687119284,4,5,"(21, 28)","(24, 17)"
lazy_theta_star,0.0002673750,11.40175425099138,2,12,"(21, 28)","(24, 17)"
a_star,0.0019827080,24.07106781186548,23,134,"(34, 20)","(22, 5)"
dijkstra,0.0148408330,24.07106781186548,23,933,"(34, 20)","(22, 5)"
theta_star,0.0023461670,22.60583156950699,3,106,"(34, 20)","(22, 5)"
jps,0.0038967090,23.485281374238568,7,22,"(34, 20)","(22, 5)"
lazy_theta_star,0.0020984170,22.60583156950699,3,106,"(34, 20)","(22, 5)"
a_star,0.0032755840,27.89949493661167,26,212,"(6, 24)","(20, 6)"
dijkstra,0.0112395840,27.89949493661167,26,673,"(6, 24)","(20, 6)"
theta_star,0.0037857500,26.210636123179558,4,172,"(6, 24)","(20, 6)"
jps,0.0050152500,26.72792206135786,9,21,"(6, 24)","(20, 6)"
lazy_theta_star,0.0036584170,26.210636123179558,4,173,"(6, 24)","(20, 6)"
a_star,0.0010694590,19.899494936611667,18,71,"(31, 4)","(32, 21)"
dijkstra,0.0090212090,19.899494936611667,18,596,"(31, 4)","(32, 21)"
theta_star,0.0013095000,19.21110255092798,4,64,"(31, 4)","(32, 21)"
jps,0.0023282500,19.899494936611664,7,10,"(31, 4)","(32, 21)"
lazy_theta_star,0.0012804580,19.21110255092798,4,65,"(31, 4)","(32, 21)"
a_star,0.0065972500,47.79898987322333,43,408,"(6, 14)","(48, 28)"
dijkstra,0.0199504580,47.79898987322333,43,1315,"(6, 14)","(48, 28)"
theta_star,0.0026148330,44.692699013283146,4,107,"(6, 14)","(48, 28)"
jps,0.0122710830,47.79898987322333,10,54,"(6, 14)","(48, 28)"
lazy_theta_star,0.0023236250,44.692699013283146,4,107,"(6, 14)","(48, 28)"
a_star,0.0004026670,16.142135623730955,13,26,"(15, 28)","(4, 17)"
dijkstra,0.0053361670,16.142135623730955,13,356,"(15, 28)","(4, 17)"
theta_star,0.0003845410,15.556349186104045,2,16,"(15, 28)","(4, 17)"
jps,0.0005208330,15.556349186104045,3,3,"(15, 28)","(4, 17)"
lazy_theta_star,0.0003195830,15.556349186104045,2,16,"(15, 28)","(4, 17)"
a_star,0.0007166250,13.899494936611667,12,50,"(32, 17)","(30, 27)"
dijkstra,0.0057248340,13.899494936611667,12,369,"(32, 17)","(30, 27)"
theta_star,0.0009117910,12.902019706710776,3,44,"(32, 17)","(30, 27)"
jps,0.0014124580,13.31370849898476,5,8,"(32, 17)","(30, 27)"
lazy_theta_star,0.0008299170,12.902019706710776,3,43,"(32, 17)","(30, 27)"
a_star,0.0013393750,20.72792206135786,18,85,"(39, 12)","(29, 28)"
dijkstra,0.0121468330,20.72792206135786,18,733,"(39, 12)","(29, 28)"
theta_star,0.0012655000,19.40312423743285,3,53,"(39, 12)","(29, 28)"
jps,0.0014894170,20.14213562373095,6,8,"(39, 12)","(29, 28)"
lazy_theta_star,0.0012594580,19.40312423743285,3,56,"(39, 12)","(29, 28)"
a_star,0.0007274170,16.242640687119287,16,44,"(21, 9)","(24, 24)"
dijkstra,0.0076835000,16.242640687119284,16,489,"(21, 9)","(24, 24)"
theta_star,0.0004364590,15.297058540778355,2,16,"(21, 9)","(24, 24)"
jps,0.0015594590,16.242640687119287,6,8,"(21, 9)","(24, 24)"
lazy_theta_star,0.0003512500,15.297058540778355,2,16,"(21, 9)","(24, 24)"
a_star,0.0003152500,10.242640687119286,10,19,"(11, 20)","(7, 28)"
dijkstra,0.0032445830,10.242640687119286,10,210,"(11, 20)","(7, 28)"
theta_star,0.0002342910,9.15298244508295,3,11,"(11, 20)","(7, 28)"
jps,0.0007508750,9.65685424949238,4,4,"(11, 20)","(7, 28)"
lazy_theta_star,0.0002188750,9.15298244508295,3,11,"(11, 20)","(7, 28)"
a_star,0.0000615410,3.414213562373095,4,4,"(22, 3)","(21, 6)"
dijkstra,0.0004268330,3.414213562373095,4,30,"(22, 3)","(21, 6)"
theta_star,0.0000740410,3.1622776601683795,2,4,"(22, 3)","(21, 6)"
jps,0.0005835830,3.414213562373095,3,3,"(22, 3)","(21, 6)"
lazy_theta_star,0.0000740410,3.1622776601683795,2,4,"(22, 3)","(21, 6)"
a_star,0.0011689160,23.72792206135786,21,77,"(11, 13)","(27, 26)"
dijkstra,0.0127826250,23.72792206135786,21,811,"(11, 13)","(27, 26)"
theta_star,0.0010326670,22.295661809356584,4,47,"(11, 13)","(27, 26)"
jps,0.0019363750,23.142135623730955,10,11,"(11, 13)","(27, 26)"
lazy_theta_star,0.0010866660,22.295661809356584,4,50,"(11, 13)","(27, 26)"
a_star,0.0016645830,26.242640687119284,26,103,"(22, 27)","(47, 24)"
dijkstra,0.0145695420,26.242640687119284,26,888,"(22, 27)","(47, 24)"
theta_star,0.0020137080,25.497402719957687,3,73,"(22, 27)","(47, 24)"
jps,0.0011897080,26.242640687119287,5,5,"(22, 27)","(47, 24)"
lazy_theta_star,0.0013460830,25.32286073873018,3,56,"(22, 27)","(47, 24)"
a_star,0.0009027080,18.414213562373096,19,64,"(12, 17)","(19, 7)"
dijkstra,0.0093107080,18.414213562373096,19,577,"(12, 17)","(19, 7)"
theta_star,0.0016087500,18.23606797749979,4,79,"(12, 17)","(19, 7)"
jps,0.0016928330,17.82842712474619,6,10,"(12, 17)","(19, 7)"
lazy_theta_star,0.0014617090,18.23606797749979,4,73,"(12, 17)","(19, 7)"
a_star,0.0083727500,44.798989873223334,40,518,"(10, 14)","(47, 20)"
dijkstra,0.0202441250,44.79898987322333,40,1333,"(10, 14)","(47, 20)"
theta_star,0.0095607500,41.5374967264004,7,406,"(10, 14)","(47, 20)"
jps,0.0209294170,44.21320343559642,12,98,"(10, 14)","(47, 20)"
lazy_theta_star,0.0099074170,41.5374967264004,7,401,"(10, 14)","(47, 20)"
a_star,0.0006642920,14.656854249492383,14,47,"(39, 7)","(26, 11)"
dijkstra,0.0062736250,14.656854249492383,14,407,"(39, 7)","(26, 11)"
theta_star,0.0010807090,14.403124237432849,3,52,"(39, 7)","(26, 11)"
jps,0.0012777920,14.65685424949238,4,4,"(39, 7)","(26, 11)"
lazy_theta_star,0.0010077080,14.403124237432849,3,52,"(39, 7)","(26, 11)"
a_star,0.0002418330,17.0,18,18,"(4, 15)","(21, 15)"
dijkstra,0.0059808330,17.0,18,399,"(4, 15)","(21, 15)"
theta_star,0.0003762920,17.0,2,18,"(4, 15)","(21, 15)"
jps,0.0004740000,17.0,3,3,"(4, 15)","(21, 15)"
lazy_theta_star,0.0003069580,17.0,2,18,"(4, 15)","(21, 15)"
a_star,0.0026678330,24.414213562373096,25,179,"(8, 4)","(16, 9)"
dijkstra,0.0067935000,24.414213562373096,25,430,"(8, 4)","(16, 9)"
theta_star,0.0039177500,24.071067811865476,5,184,"(8, 4)","(16, 9)"
jps,0.0034669170,22.65685424949238,8,16,"(8, 4)","(16, 9)"
lazy_theta_star,0.0037203340,24.071067811865476,5,184,"(8, 4)","(16, 9)"
a_star,0.0017829170,22.899494936611667,21,110,"(9, 25)","(2, 5)"
dijkstra,0.0085189590,22.899494936611667,21,563,"(9, 25)","(2, 5)"
theta_star,0.0008593330,21.18962010041709,2,28,"(9, 25)","(2, 5)"
jps,0.0018207500,22.899494936611667,4,7,"(9, 25)","(2, 5)"
lazy_theta_star,0.0006335420,21.18962010041709,2,28,"(9, 25)","(2, 5)"
a_star,0.0037830840,31.313708498984763,29,222,"(31, 18)","(8, 5)"
dijkstra,0.0199810830,31.313708498984763,29,1254,"(31, 18)","(8, 5)"
theta_star,0.0036091670,29.309324763567204,4,166,"(31, 18)","(8, 5)"
jps,0.0060921250,30.727922061357855,10,33,"(31, 18)","(8, 5)"
lazy_theta_star,0.0038338750,29.309324763567204,4,168,"(31, 18)","(8, 5)"
a_star,0.0004277080,26.0,27,27,"(42, 9)","(16, 9)"
dijkstra,0.0125547920,26.0,27,795,"(42, 9)","(16, 9)"
theta_star,0.0006655420,26.0,2,27,"(42, 9)","(16, 9)"
jps,0.0008226250,26.0,3,3,"(42, 9)","(16, 9)"
lazy_theta_star,0.0004980830,26.0,2,27,"(42, 9)","(16, 9)"
a_star,0.0052456660,39.4558441227157,33,330,"(44, 1)","(19, 26)"
dijkstra,0.0150378330,39.4558441227157,33,990,"(44, 1)","(19, 26)"
theta_star,0.0050315420,36.995511211594525,6,213,"(44, 1)","(19, 26)"
jps,0.0044095840,38.2842712474619,13,20,"(44, 1)","(19, 26)"
lazy_theta_star,0.0056180840,37.0144140001782,6,229,"(44, 1)","(19, 26)"
a_star,0.0006346660,15.656854249492381,15,41,"(28, 9)","(20, 19)"
dijkstra,0.0074443330,15.656854249492381,15,447,"(28, 9)","(20, 19)"
theta_star,0.0004652500,14.770329614269007,3,21,"(28, 9)","(20, 19)"
jps,0.0015037920,15.071067811865476,7,7,"(28, 9)","(20, 19)"
lazy_theta_star,0.0004707080,14.770329614269007,3,22,"(28, 9)","(20, 19)"
a_star,0.0044985000,39.798989873223334,35,274,"(34, 8)","(4, 26)"
