Algorithm,Time (seconds),Cost,Path,Cost length?,Start Point,Goal Point
dijkstra,0.0160942500,22.07106781186548,21,930,"(31, 13)","(11, 8)"
theta_star,0.0007830420,20.67253832060092,3,34,"(31, 13)","(11, 8)"
jps,0.0016218750,22.071067811865476,6,8,"(31, 13)","(11, 8)"
lazy_theta_star,0.0007062500,20.67253832060092,3,34,"(31, 13)","(11, 8)"
a_star,0.0010585830,18.071067811865476,17,65,"(7, 29)","(2, 13)"
dijkstra,0.0047647910,18.071067811865476,17,311,"(7, 29)","(2, 13)"
theta_star,0.0005793750,16.76305461424021,2,20,"(7, 29)","(2, 13)"
jps,0.0004888750,18.071067811865476,3,3,"(7, 29)","(2, 13)"
lazy_theta_star,0.0004435830,16.76305461424021,2,20,"(7, 29)","(2, 13)"
a_star,0.0006071250,17.82842712474619,18,38,"(21, 24)","(38, 26)"
dijkstra,0.0080654590,17.82842712474619,18,527,"(21, 24)","(38, 26)"
theta_star,0.0004945830,17.11724276862369,2,18,"(21, 24)","(38, 26)"
jps,0.0010977500,17.82842712474619,4,5,"(21, 24)","(38, 26)"
lazy_theta_star,0.0003714580,17.11724276862369,2,18,"(21, 24)","(38, 26)"
a_star,0.0044328340,36.384776310850235,32,297,"(37, 28)","(10, 11)"
dijkstra,0.0168108340,36.384776310850235,32,1115,"(37, 28)","(10, 11)"
theta_star,0.0034592500,33.617648931860735,4,159,"(37, 28)","(10, 11)"
jps,0.0051716660,35.21320343559643,11,27,"(37, 28)","(10, 11)"
lazy_theta_star,0.0032891250,33.617648931860735,4,160,"(37, 28)","(10, 11)"
a_star,0.0007541670,21.82842712474619,22,50,"(38, 28)","(36, 7)"
dijkstra,0.0078528330,21.82842712474619,22,525,"(38, 28)","(36, 7)"
theta_star,0.0006331670,21.095023109728988,2,22,"(38, 28)","(36, 7)"
jps,0.0005848330,21.82842712474619,3,3,"(38, 28)","(36, 7)"
lazy_theta_star,0.0004708750,21.095023109728988,2,22,"(38, 28)","(36, 7)"
a_star,0.0037677910,38.31370849898477,36,248,"(45, 21)","(19, 4)"
dijkstra,0.0144315830,38.31370849898477,36,954,"(45, 21)","(19, 4)"
theta_star,0.0017752910,36.01138559261523,3,74,"(45, 21)","(19, 4)"
jps,0.0056441250,37.72792206135786,8,22,"(45, 21)","(19, 4)"
lazy_theta_star,0.0015137090,36.01138559261523,3,75,"(45, 21)","(19, 4)"
a_star,0.0079952910,42.97056274847714,39,497,"(42, 23)","(9, 6)"
dijkstra,0.0186164580,42.970562748477136,39,1248,"(42, 23)","(9, 6)"
theta_star,0.0084838750,40.114525478635095,4,388,"(42, 23)","(9, 6)"
jps,0.0166013750,42.384776310850235,11,78,"(42, 23)","(9, 6)"
lazy_theta_star,0.0091872920,40.114525478635095,4,388,"(42, 23)","(9, 6)"
a_star,0.0006716250,17.72792206135786,15,47,"(11, 4)","(24, 14)"
dijkstra,0.0028731250,17.72792206135786,15,199,"(11, 4)","(24, 14)"
theta_star,0.0006790420,16.643956085869288,3,29,"(11, 4)","(24, 14)"
jps,0.0014482090,17.14213562373095,6,6,"(11, 4)","(24, 14)"
lazy_theta_star,0.0007490420,16.643956085869288,3,34,"(11, 4)","(24, 14)"
a_star,0.0001956660,11.414213562373096,12,12,"(16, 14)","(27, 15)"
dijkstra,0.0031586670,11.414213562373096,12,217,"(16, 14)","(27, 15)"
theta_star,0.0002784580,11.045361017187261,2,12,"(16, 14)","(27, 15)"
jps,0.0004520840,11.414213562373096,4,4,"(16, 14)","(27, 15)"
lazy_theta_star,0.0002215420,11.045361017187261,2,12,"(16, 14)","(27, 15)"
a_star,0.0037942910,33.55634918610405,30,256,"(37, 29)","(12, 14)"
dijkstra,0.0154218750,33.55634918610405,30,1005,"(37, 29)","(12, 14)"
theta_star,0.0040812090,31.324350721574064,4,187,"(37, 29)","(12, 14)"
jps,0.0035936250,32.384776310850235,11,20,"(37, 29)","(12, 14)"
lazy_theta_star,0.0042043340,31.330506696660986,4,187,"(37, 29)","(12, 14)"
a_star,0.0002138750,12.414213562373096,13,13,"(49, 8)","(37, 9)"
dijkstra,0.0033060000,12.414213562373096,13,189,"(49, 8)","(37, 9)"
theta_star,0.0003067920,12.041594578792296,2,13,"(49, 8)","(37, 9)"
jps,0.0007401660,12.414213562373096,3,3,"(49, 8)","(37, 9)"
lazy_theta_star,0.0002737500,12.041594578792296,2,13,"(49, 8)","(37, 9)"
a_star,0.0017104170,23.313708498984763,21,111,"(41, 18)","(21, 26)"
dijkstra,0.0117702500,23.313708498984763,21,773,"(41, 18)","(21, 26)"
theta_star,0.0012831250,21.94398933116896,3,57,"(41, 18)","(21, 26)"
jps,0.0020834580,23.31370849898476,6,10,"(41, 18)","(21, 26)"
lazy_theta_star,0.0011311670,21.94398933116896,3,57,"(41, 18)","(21, 26)"
a_star,0.0000836670,5.242640687119285,5,6,"(42, 4)","(46, 1)"
dijkstra,0.0010010420,5.242640687119286,5,68,"(42, 4)","(46, 1)"
theta_star,0.0001064170,5.0,2,5,"(42, 4)","(46, 1)"
jps,0.0006730410,5.242640687119285,3,3,"(42, 4)","(46, 1)"
lazy_theta_star,0.0001005840,5.0,2,5,"(42, 4)","(46, 1)"
a_star,0.0059238330,37.970562748477136,34,387,"(7, 27)","(32, 7)"
dijkstra,0.0150665410,37.970562748477136,34,1013,"(7, 27)","(32, 7)"
theta_star,0.0060361670,35.182457373682766,5,268,"(7, 27)","(32, 7)"
jps,0.0079543750,36.213203435596434,13,42,"(7, 27)","(32, 7)"
lazy_theta_star,0.0056861670,35.182457373682766,5,269,"(7, 27)","(32, 7)"
a_star,0.0037647920,32.55634918610405,29,253,"(22, 26)","(40, 5)"
dijkstra,0.0185148750,32.55634918610405,29,1193,"(22, 26)","(40, 5)"
theta_star,0.0027121250,30.11760375393862,4,129,"(22, 26)","(40, 5)"
jps,0.0054260840,31.38477631085024,10,29,"(22, 26)","(40, 5)"
lazy_theta_star,0.0028335000,30.11760375393862,4,134,"(22, 26)","(40, 5)"
a_star,0.0002942090,21.414213562373096,22,22,"(29, 17)","(8, 16)"
dijkstra,0.0134749170,21.414213562373096,22,858,"(29, 17)","(8, 16)"
theta_star,0.0008360830,21.414213562373096,3,37,"(29, 17)","(8, 16)"
jps,0.0007884170,21.414213562373096,5,5,"(29, 17)","(8, 16)"
lazy_theta_star,0.0009892500,21.414213562373096,3,43,"(29, 17)","(8, 16)"
a_star,0.0004750000,13.82842712474619,14,31,"(28, 12)","(41, 14)"
dijkstra,0.0060832080,13.82842712474619,14,376,"(28, 12)","(41, 14)"
theta_star,0.0004057500,13.152946437965905,2,14,"(28, 12)","(41, 14)"
jps,0.0005233750,13.82842712474619,3,4,"(28, 12)","(41, 14)"
lazy_theta_star,0.0003180830,13.152946437965905,2,14,"(28, 12)","(41, 14)"
a_star,0.0021517500,23.48528137423857,22,100,"(25, 3)","(19, 24)"
dijkstra,0.0152698750,23.48528137423857,22,692,"(25, 3)","(19, 24)"
theta_star,0.0014161250,22.0297416904614,3,51,"(25, 3)","(19, 24)"
jps,0.0031442920,23.48528137423857,8,16,"(25, 3)","(19, 24)"
lazy_theta_star,0.0012368340,22.0297416904614,3,51,"(25, 3)","(19, 24)"
a_star,0.0003769580,10.242640687119286,10,23,"(23, 17)","(20, 26)"
dijkstra,0.0053066660,10.242640687119286,10,245,"(23, 17)","(20, 26)"
theta_star,0.0002732500,9.486832980505138,2,10,"(23, 17)","(20, 26)"
jps,0.0013602080,10.242640687119284,4,4,"(23, 17)","(20, 26)"
lazy_theta_star,0.0002179170,9.486832980505138,2,10,"(23, 17)","(20, 26)"
a_star,0.0032217080,28.798989873223338,24,119,"(35, 3)","(16, 21)"
dijkstra,0.0155858750,28.798989873223338,24,907,"(35, 3)","(16, 21)"
theta_star,0.0017259580,27.122751315456938,4,74,"(35, 3)","(16, 21)"
jps,0.0024551670,28.213203435596427,10,11,"(35, 3)","(16, 21)"
lazy_theta_star,0.0017157910,27.122751315456938,4,80,"(35, 3)","(16, 21)"
a_star,0.0028506670,30.970562748477146,27,195,"(9, 20)","(31, 4)"
dijkstra,0.0142370420,30.970562748477146,27,953,"(9, 20)","(31, 4)"
theta_star,0.0017175410,28.804485101600655,4,82,"(9, 20)","(31, 4)"
jps,0.0031363330,29.79898987322333,10,16,"(9, 20)","(31, 4)"
lazy_theta_star,0.0017384580,28.804485101600655,4,86,"(9, 20)","(31, 4)"
a_star,0.0001450420,8.414213562373096,9,9,"(9, 26)","(1, 25)"
dijkstra,0.0021274580,8.414213562373096,9,146,"(9, 26)","(1, 25)"
theta_star,0.0001960410,8.06225774829855,2,9,"(9, 26)","(1, 25)"
jps,0.0007007500,8.414213562373096,3,3,"(9, 26)","(1, 25)"
lazy_theta_star,0.0001717920,8.06225774829855,2,9,"(9, 26)","(1, 25)"
a_star,0.0023274580,32.213203435596434,27,159,"(39, 22)","(16, 4)"
dijkstra,0.0156025830,32.213203435596434,27,1037,"(39, 22)","(16, 4)"
theta_star,0.0024207500,30.666344096419508,4,110,"(39, 22)","(16, 4)"
jps,0.0031013330,31.627416997969522,10,15,"(39, 22)","(16, 4)"
lazy_theta_star,0.0021028330,30.281802205591436,4,96,"(39, 22)","(16, 4)"
a_star,0.0006072920,14.242640687119287,14,42,"(7, 11)","(20, 14)"
dijkstra,0.0043497090,14.242640687119287,14,299,"(7, 11)","(20, 14)"
theta_star,0.0004271250,13.341664064126334,2,16,"(7, 11)","(20, 14)"
jps,0.0009041250,14.242640687119286,4,4,"(7, 11)","(20, 14)"
lazy_theta_star,0.0003865840,13.341664064126334,2,16,"(7, 11)","(20, 14)"
a_star,0.0026826670,36.62741699796952,31,183,"(19, 24)","(49, 8)"
dijkstra,0.0200637910,36.62741699796952,31,1313,"(19, 24)","(49, 8)"
theta_star,0.0014835830,34.077803116138185,4,66,"(19, 24)","(49, 8)"
jps,0.0081158750,36.62741699796952,11,40,"(19, 24)","(49, 8)"
lazy_theta_star,0.0016333750,34.077803116138185,4,69,"(19, 24)","(49, 8)"
a_star,0.0001290420,10.414213562373096,11,11,"(33, 1)","(23, 2)"
dijkstra,0.0023219580,10.414213562373096,11,157,"(33, 1)","(23, 2)"
theta_star,0.0002175000,10.04987562112089,2,11,"(33, 1)","(23, 2)"
jps,0.0004253330,10.414213562373096,3,3,"(33, 1)","(23, 2)"
lazy_theta_star,0.0001998330,10.04987562112089,2,11,"(33, 1)","(23, 2)"
a_star,0.0000687080,4.414213562373095,5,5,"(1, 24)","(2, 20)"
dijkstra,0.0004315000,4.414213562373095,5,33,"(1, 24)","(2, 20)"
theta_star,0.0000906660,4.123105625617661,2,5,"(1, 24)","(2, 20)"
jps,0.0003209160,4.414213562373095,3,3,"(1, 24)","(2, 20)"
lazy_theta_star,0.0000832080,4.123105625617661,2,5,"(1, 24)","(2, 20)"
a_star,0.0010978750,34.24264068711929,34,79,"(36, 9)","(3, 12)"
dijkstra,0.0177949170,34.24264068711929,34,1145,"(36, 9)","(3, 12)"
theta_star,0.0014134170,33.357851698709666,4,63,"(36, 9)","(3, 12)"
jps,0.0023981660,34.242640687119284,6,11,"(36, 9)","(3, 12)"
lazy_theta_star,0.0011963330,33.357851698709666,4,64,"(36, 9)","(3, 12)"
a_star,0.0008423330,17.313708498984763,15,56,"(32, 1)","(24, 15)"
dijkstra,0.0062686660,17.313708498984763,15,401,"(32, 1)","(24, 15)"
theta_star,0.0013317090,17.041594578792296,3,61,"(32, 1)","(24, 15)"
jps,0.0008695830,17.31370849898476,4,4,"(32, 1)","(24, 15)"
lazy_theta_star,0.0012904170,17.041594578792296,3,61,"(32, 1)","(24, 15)"
a_star,0.0026336660,28.142135623730955,25,169,"(37, 5)","(20, 22)"
dijkstra,0.0145375420,28.142135623730955,25,903,"(37, 5)","(20, 22)"
theta_star,0.0023500410,26.028676949082904,4,108,"(37, 5)","(20, 22)"
jps,0.0035507500,26.970562748477143,10,15,"(37, 5)","(20, 22)"
lazy_theta_star,0.0024073750,26.028676949082904,4,111,"(37, 5)","(20, 22)"
a_star,0.0007955410,16.485281374238575,15,52,"(34, 17)","(41, 4)"
dijkstra,0.0086550410,16.485281374238575,15,554,"(34, 17)","(41, 4)"
theta_star,0.0005250840,14.830621427371835,3,20,"(34, 17)","(41, 4)"
jps,0.0011195420,15.899494936611667,5,7,"(34, 17)","(41, 4)"
lazy_theta_star,0.0004420420,14.830621427371835,3,21,"(34, 17)","(41, 4)"
a_star,0.0000425830,2.0,3,3,"(19, 27)","(19, 25)"
dijkstra,0.0001533750,2.0,3,11,"(19, 27)","(19, 25)"
theta_star,0.0000774170,2.0,2,3,"(19, 27)","(19, 25)"
jps,0.0002574590,2.0,2,2,"(19, 27)","(19, 25)"
lazy_theta_star,0.0000485420,2.0,2,3,"(19, 27)","(19, 25)"
a_star,0.0042267090,40.21320343559641,35,288,"(13, 4)","(3, 29)"
dijkstra,0.0187940420,40.21320343559641,35,1242,"(13, 4)","(3, 29)"
theta_star,0.0033443330,37.39769111511475,5,166,"(13, 4)","(3, 29)"
jps,0.0047616660,38.45584412271571,11,22,"(13, 4)","(3, 29)"
lazy_theta_star,0.0032979590,37.39769111511475,5,170,"(13, 4)","(3, 29)"
a_star,0.0004090840,13.313708498984763,11,29,"(26, 19)","(16, 11)"
dijkstra,0.0054492500,13.313708498984763,11,371,"(26, 19)","(16, 11)"
theta_star,0.0002970000,12.806248474865697,2,11,"(26, 19)","(16, 11)"
jps,0.0012241660,13.31370849898476,6,8,"(26, 19)","(16, 11)"
lazy_theta_star,0.0002229170,12.806248474865697,2,11,"(26, 19)","(16, 11)"
a_star,0.0001392080,6.656854249492381,6,8,"(27, 23)","(32, 27)"
dijkstra,0.0011414590,6.656854249492381,6,81,"(27, 23)","(32, 27)"
theta_star,0.0001219170,6.4031242374328485,2,6,"(27, 23)","(32, 27)"
jps,0.0007238330,6.656854249492381,4,4,"(27, 23)","(32, 27)"
lazy_theta_star,0.0001057500,6.4031242374328485,2,6,"(27, 23)","(32, 27)"
a_star,0.0001027910,7.414213562373095,8,8,"(24, 9)","(31, 8)"
dijkstra,0.0024175830,7.414213562373095,8,141,"(24, 9)","(31, 8)"
theta_star,0.0001657910,7.0710678118654755,2,8,"(24, 9)","(31, 8)"
jps,0.0005770000,7.414213562373095,3,3,"(24, 9)","(31, 8)"
lazy_theta_star,0.0001368750,7.0710678118654755,2,8,"(24, 9)","(31, 8)"
a_star,0.0000359590,2.8284271247461903,3,3,"(49, 20)","(47, 22)"
dijkstra,0.0001843330,2.8284271247461903,3,15,"(49, 20)","(47, 22)"
theta_star,0.0000365830,2.8284271247461903,2,3,"(49, 20)","(47, 22)"
jps,0.0001452090,2.8284271247461903,2,2,"(49, 20)","(47, 22)"
lazy_theta_star,0.0000369170,2.8284271247461903,2,3,"(49, 20)","(47, 22)"
a_star,0.0015949170,23.07106781186548,22,85,"(4, 25)","(25, 20)"
dijkstra,0.0074397920,23.07106781186548,22,495,"(4, 25)","(25, 20)"
theta_star,0.0009198750,21.955467391442397,3,43,"(4, 25)","(25, 20)"
jps,0.0016588330,23.071067811865476,7,9,"(4, 25)","(25, 20)"
lazy_theta_star,0.0008695000,21.955467391442397,3,44,"(4, 25)","(25, 20)"
a_star,0.0037145830,36.38477631085024,32,252,"(41, 16)","(10, 29)"
dijkstra,0.0168613750,36.384776310850235,32,1129,"(41, 16)","(10, 29)"
theta_star,0.0015950830,33.73848902124368,3,65,"(41, 16)","(10, 29)"
jps,0.0059664170,36.38477631085023,8,28,"(41, 16)","(10, 29)"
lazy_theta_star,0.0014612920,33.73848902124368,3,68,"(41, 16)","(10, 29)"
a_star,0.0040154170,41.79898987322332,37,271,"(37, 29)","(1, 15)"
dijkstra,0.0187050830,41.79898987322333,37,1247,"(37, 29)","(1, 15)"
theta_star,0.0018039170,38.671381564602484,3,69,"(37, 29)","(1, 15)"
jps,0.0040417500,41.798989873223334,8,20,"(37, 29)","(1, 15)"
lazy_theta_star,0.0014895000,38.671381564602484,3,69,"(37, 29)","(1, 15)"
a_star,0.0009248340,20.656854249492383,20,64,"(44, 22)","(48, 3)"
dijkstra,0.0072204160,20.656854249492383,20,462,"(44, 22)","(48, 3)"
theta_star,0.0006580420,19.4164878389476,2,24,"(44, 22)","(48, 3)"
jps,0.0005022500,20.65685424949238,3,4,"(44, 22)","(48, 3)"
lazy_theta_star,0.0005056250,19.4164878389476,2,24,"(44, 22)","(48, 3)"
a_star,0.0002509170,8.65685424949238,8,15,"(39, 23)","(32, 19)"
dijkstra,0.0025718330,8.65685424949238,8,172,"(39, 23)","(32, 19)"
theta_star,0.0001826250,8.06225774829855,2,8,"(39, 23)","(32, 19)"
jps,0.0009542920,8.65685424949238,4,4,"(39, 23)","(32, 19)"
lazy_theta_star,0.0001525420,8.06225774829855,2,8,"(39, 23)","(32, 19)"
a_star,0.0021285000,24.899494936611667,23,117,"(10, 28)","(3, 6)"
dijkstra,0.0086397910,24.899494936611667,23,590,"(10, 28)","(3, 6)"
theta_star,0.0008279580,23.08679276123039,2,28,"(10, 28)","(3, 6)"
jps,0.0020382080,24.899494936611664,5,9,"(10, 28)","(3, 6)"
lazy_theta_star,0.0005991250,23.08679276123039,2,28,"(10, 28)","(3, 6)"
a_star,0.0003212080,10.82842712474619,11,19,"(2, 8)","(4, 18)"
dijkstra,0.0022932090,10.82842712474619,11,159,"(2, 8)","(4, 18)"
theta_star,0.0002671670,10.198039027185569,2,11,"(2, 8)","(4, 18)"
jps,0.0003601670,10.82842712474619,3,3,"(2, 8)","(4, 18)"
lazy_theta_star,0.0002239160,10.198039027185569,2,11,"(2, 8)","(4, 18)"
a_star,0.0003331670,19.0,20,20,"(6, 24)","(6, 5)"
dijkstra,0.0063024170,19.0,20,426,"(6, 24)","(6, 5)"
theta_star,0.0005503340,19.0,2,20,"(6, 24)","(6, 5)"
jps,0.0002677080,19.0,2,2,"(6, 24)","(6, 5)"
lazy_theta_star,0.0004198330,19.0,2,20,"(6, 24)","(6, 5)"
a_star,0.0056907500,29.89949493661167,28,366,"(6, 26)","(17, 9)"
dijkstra,0.0102042080,29.89949493661167,28,695,"(6, 26)","(17, 9)"
theta_star,0.0073142500,28.08941714958407,5,337,"(6, 26)","(17, 9)"
jps,0.0061983330,28.142135623730955,11,29,"(6, 26)","(17, 9)"
lazy_theta_star,0.0074068330,28.08941714958407,5,337,"(6, 26)","(17, 9)"
a_star,0.0001005420,7.0710678118654755,6,6,"(44, 28)","(39, 23)"
dijkstra,0.0011627500,7.0710678118654755,6,85,"(44, 28)","(39, 23)"
theta_star,0.0001415420,7.0710678118654755,4,6,"(44, 28)","(39, 23)"
jps,0.0007109170,7.0710678118654755,3,3,"(44, 28)","(39, 23)"
lazy_theta_star,0.0001246670,7.0710678118654755,4,6,"(44, 28)","(39, 23)"
a_star,0.0001735420,13.0,14,14,"(11, 15)","(24, 15)"
dijkstra,0.0046046660,13.0,14,310,"(11, 15)","(24, 15)"
theta_star,0.0002610840,13.0,2,14,"(11, 15)","(24, 15)"
jps,0.0003845000,13.0,3,3,"(11, 15)","(24, 15)"
lazy_theta_star,0.0002225000,13.0,2,14,"(11, 15)","(24, 15)"
a_star,0.0006264580,14.071067811865477,13,41,"(40, 8)","(35, 20)"
dijkstra,0.0059304170,14.071067811865477,13,389,"(40, 8)","(35, 20)"
theta_star,0.0004030840,13.0,2,16,"(40, 8)","(35, 20)"
jps,0.0016789580,14.071067811865476,6,6,"(40, 8)","(35, 20)"
lazy_theta_star,0.0003302910,13.0,2,16,"(40, 8)","(35, 20)"
a_star,0.0004481670,12.82842712474619,13,27,"(12, 26)","(24, 28)"
dijkstra,0.0037077920,12.82842712474619,13,255,"(12, 26)","(24, 28)"
theta_star,0.0003320420,12.165525060596439,2,13,"(12, 26)","(24, 28)"
jps,0.0006854590,12.82842712474619,3,4,"(12, 26)","(24, 28)"
lazy_theta_star,0.0006722080,12.165525060596439,2,13,"(12, 26)","(24, 28)"
a_star,0.0007262090,20.313708498984763,18,49,"(27, 24)","(42, 14)"
dijkstra,0.0091352920,20.313708498984763,18,615,"(27, 24)","(42, 14)"
theta_star,0.0005968750,19.46401199928993,3,28,"(27, 24)","(42, 14)"
jps,0.0016092920,19.727922061357855,6,8,"(27, 24)","(42, 14)"
lazy_theta_star,0.0005565000,19.46401199928993,3,29,"(27, 24)","(42, 14)"
a_star,0.0012617090,22.242640687119284,22,84,"(24, 6)","(28, 26)"
dijkstra,0.0110408750,22.242640687119284,22,734,"(24, 6)","(28, 26)"
theta_star,0.0018235000,22.0,4,85,"(24, 6)","(28, 26)"
jps,0.0022578750,21.65685424949238,7,12,"(24, 6)","(28, 26)"
lazy_theta_star,0.0017676670,22.0,4,86,"(24, 6)","(28, 26)"
a_star,0.0049393750,29.07106781186548,28,320,"(30, 1)","(30, 23)"
dijkstra,0.0141159580,29.07106781186548,28,903,"(30, 1)","(30, 23)"
theta_star,0.0068758750,28.295630140987,5,314,"(30, 1)","(30, 23)"
jps,0.0075659590,28.48528137423857,7,35,"(30, 1)","(30, 23)"
lazy_theta_star,0.0069622910,28.295630140987,5,314,"(30, 1)","(30, 23)"
a_star,0.0030287090,26.72792206135786,24,206,"(25, 21)","(9, 5)"
dijkstra,0.0177768750,26.727922061357862,24,1145,"(25, 21)","(9, 5)"
theta_star,0.0035734580,25.255610988507577,4,169,"(25, 21)","(9, 5)"
jps,0.0035130000,25.556349186104047,9,22,"(25, 21)","(9, 5)"
lazy_theta_star,0.0037785420,25.334139176034675,5,177,"(25, 21)","(9, 5)"
a_star,0.0004037500,12.071067811865476,11,28,"(23, 11)","(13, 6)"
dijkstra,0.0053971660,12.071067811865477,11,351,"(23, 11)","(13, 6)"
theta_star,0.0003105000,11.180339887498949,2,13,"(23, 11)","(13, 6)"
jps,0.0005946250,12.071067811865476,3,3,"(23, 11)","(13, 6)"
lazy_theta_star,0.0002951670,11.180339887498949,2,14,"(23, 11)","(13, 6)"
a_star,0.0016618330,25.384776310850242,21,106,"(48, 28)","(31, 12)"
dijkstra,0.0070392920,25.384776310850242,21,481,"(48, 28)","(31, 12)"
theta_star,0.0014550410,24.035451640792047,4,65,"(48, 28)","(31, 12)"
jps,0.0027610000,24.213203435596423,10,11,"(48, 28)","(31, 12)"
lazy_theta_star,0.0012201660,23.876604725290093,4,58,"(48, 28)","(31, 12)"
a_star,0.0006593750,15.071067811865476,14,42,"(31, 19)","(21, 11)"
dijkstra,0.0070115830,15.071067811865476,14,441,"(31, 19)","(21, 11)"
theta_star,0.0004947500,13.929168552452033,3,25,"(31, 19)","(21, 11)"
jps,0.0008623340,14.48528137423857,7,7,"(31, 19)","(21, 11)"
lazy_theta_star,0.0005836250,13.929168552452033,3,28,"(31, 19)","(21, 11)"
a_star,0.0013248750,20.72792206135786,18,87,"(36, 12)","(21, 1)"
dijkstra,0.0119711660,20.72792206135786,18,783,"(36, 12)","(21, 1)"
theta_star,0.0007615000,19.247359759844038,3,30,"(36, 12)","(21, 1)"
jps,0.0018676670,20.14213562373095,6,8,"(36, 12)","(21, 1)"
lazy_theta_star,0.0007917920,19.23695901523298,3,37,"(36, 12)","(21, 1)"
a_star,0.0056176670,40.48528137423857,39,352,"(14, 9)","(48, 19)"
dijkstra,0.0197959170,40.48528137423857,39,1291,"(14, 9)","(48, 19)"
theta_star,0.0076125830,39.268827230335916,5,329,"(14, 9)","(48, 19)"
jps,0.0083010840,39.89949493661166,9,39,"(14, 9)","(48, 19)"
lazy_theta_star,0.0083324580,39.268827230335916,8,330,"(14, 9)","(48, 19)"
a_star,0.0002282920,8.65685424949238,8,15,"(23, 22)","(19, 29)"
dijkstra,0.0028390420,8.65685424949238,8,191,"(23, 22)","(19, 29)"
theta_star,0.0001877500,8.06225774829855,2,8,"(23, 22)","(19, 29)"
jps,0.0006275000,8.65685424949238,4,4,"(23, 22)","(19, 29)"
lazy_theta_star,0.0001577500,8.06225774829855,2,8,"(23, 22)","(19, 29)"
a_star,0.0023627080,30.727922061357862,28,160,"(49, 29)","(22, 20)"
dijkstra,0.0091166250,30.727922061357862,28,617,"(49, 29)","(22, 20)"
theta_star,0.0028617080,29.041594578792296,3,118,"(49, 29)","(22, 20)"
jps,0.0025305410,30.72792206135786,9,11,"(49, 29)","(22, 20)"
lazy_theta_star,0.0027950000,29.041594578792296,3,119,"(49, 29)","(22, 20)"
a_star,0.0001927920,10.414213562373096,11,11,"(4, 27)","(3, 17)"
dijkstra,0.0025591660,10.414213562373096,11,139,"(4, 27)","(3, 17)"
theta_star,0.0002795000,10.04987562112089,2,11,"(4, 27)","(3, 17)"
jps,0.0005964170,10.414213562373096,3,3,"(4, 27)","(3, 17)"
lazy_theta_star,0.0002261250,10.04987562112089,2,11,"(4, 27)","(3, 17)"
a_star,0.0002652090,10.414213562373096,11,19,"(31, 14)","(35, 21)"
dijkstra,0.0025584580,10.414213562373096,11,172,"(31, 14)","(35, 21)"
theta_star,0.0003898750,10.123105625617661,3,19,"(31, 14)","(35, 21)"
jps,0.0009032080,9.828427124746192,5,6,"(31, 14)","(35, 21)"
lazy_theta_star,0.0003465830,10.123105625617661,3,19,"(31, 14)","(35, 21)"
a_star,0.0052752910,31.899494936611667,30,341,"(22, 16)","(46, 18)"
dijkstra,0.0206368750,31.899494936611667,30,1318,"(22, 16)","(46, 18)"
theta_star,0.0067485840,29.841138234637473,3,291,"(22, 16)","(46, 18)"
jps,0.0130405840,31.31370849898476,9,66,"(22, 16)","(46, 18)"
lazy_theta_star,0.0069043330,29.841138234637473,3,293,"(22, 16)","(46, 18)"
a_star,0.0014022080,24.899494936611667,23,99,"(4, 21)","(26, 14)"
dijkstra,0.0085621250,24.899494936611667,23,582,"(4, 21)","(26, 14)"
theta_star,0.0010527080,23.20062643497001,3,45,"(4, 21)","(26, 14)"
jps,0.0022142500,24.899494936611664,7,12,"(4, 21)","(26, 14)"
lazy_theta_star,0.0009889170,23.20062643497001,3,46,"(4, 21)","(26, 14)"
a_star,0.0019355830,30.313708498984763,28,133,"(32, 15)","(7, 25)"
dijkstra,0.0187651250,30.313708498984763,28,1192,"(32, 15)","(7, 25)"
theta_star,0.0018850000,28.626526856741357,4,89,"(32, 15)","(7, 25)"
jps,0.0029935000,29.72792206135786,10,19,"(32, 15)","(7, 25)"
lazy_theta_star,0.0021742090,28.626526856741357,4,92,"(32, 15)","(7, 25)"
a_star,0.0017414590,28.656854249492383,28,120,"(39, 22)","(12, 18)"
dijkstra,0.0138799170,28.656854249492383,28,934,"(39, 22)","(12, 18)"
theta_star,0.0008577920,27.294688127912362,2,33,"(39, 22)","(12, 18)"
jps,0.0022317080,28.65685424949238,4,11,"(39, 22)","(12, 18)"
lazy_theta_star,0.0007577500,27.294688127912362,2,34,"(39, 22)","(12, 18)"
a_star,0.0019989590,35.97056274847715,32,138,"(5, 1)","(28, 1)"
dijkstra,0.0113055000,35.970562748477136,32,759,"(5, 1)","(28, 1)"
theta_star,0.0024268750,34.576578089134706,4,121,"(5, 1)","(28, 1)"
jps,0.0019782090,34.798989873223334,9,9,"(5, 1)","(28, 1)"
lazy_theta_star,0.0023389580,34.576578089134706,4,122,"(5, 1)","(28, 1)"
a_star,0.0020138330,44.242640687119284,44,137,"(3, 11)","(46, 8)"
dijkstra,0.0180213330,44.24264068711929,44,1176,"(3, 11)","(46, 8)"
theta_star,0.0023910000,43.34953971483755,4,96,"(3, 11)","(46, 8)"
jps,0.0024852080,44.242640687119284,6,12,"(3, 11)","(46, 8)"
lazy_theta_star,0.0020141250,43.34953971483755,4,101,"(3, 11)","(46, 8)"
a_star,0.0001095000,6.0,7,7,"(44, 8)","(38, 8)"
dijkstra,0.0015880000,6.0,7,102,"(44, 8)","(38, 8)"
theta_star,0.0001425420,6.0,2,7,"(44, 8)","(38, 8)"
